division_numeric_code,start_date,end_date,is_in_union,age_range,data_series_type,group_type_relative_to_baseline,contraceptive_use_modern,contraceptive_use_traditional,contraceptive_use_any,unmet_need_modern,unmet_need_any,is_pertaining_to_methods_used_since_last_pregnancy,pertaining_to_methods_used_since_last_pregnancy_reason,has_geographical_region_bias,geographical_region_bias_reason,has_non_pregnant_and_other_positive_biases,non_pregnant_and_other_positive_biases_reason,age_group_bias,modern_method_bias,has_traditional_method_bias,traditional_method_bias_reason,has_absence_of_probing_questions_bias,se_modern,se_traditional,se_unmet_need,se_log_r_modern_no_use,se_log_r_traditional_no_use,se_log_r_unmet_no_need,source_id,record_id
818,2000.084699,2000.327869,Y,15-49,DHS,MW,0.538760267,0.021895156,0.560655423,NA,0.136873737,N,,N,,N,,None,None,N,,N,0.006197413,0.001613252,0.003471086,0.025246459,0.076236151,0.030272463,1830,Y_331
818,2003.328767,2003.493151,Y,15-49,National survey,MW,0.566089882,0.033888552,0.599978433,NA,0.118090517,N,,N,,N,,None,None,N,,N,0.006729699,0.00225656,0.004249338,0.028142151,0.07084121,0.042118752,778,Y_332
818,2005.30137,2005.493151,Y,15-49,DHS,MW,0.564963189,0.027191375,0.592154564,NA,0.123046665,N,,N,,N,,None,None,N,,N,0.005757408,0.00151599,0.003381052,0.023727882,0.057869585,0.032796396,1806,Y_333
818,2008.163934,2008.494536,Y,15-49,DHS,MW,0.576040531,0.02683946,0.60287999,NA,0.115998755,N,,N,,N,,None,None,N,,N,0.005030621,0.001443468,0.003087974,0.020799907,0.055645782,0.03167358,4685,Y_334
818,2014.246575,2014.493151,Y,15-49,DHS,MW,0.568844101,0.016399603,0.585243703,NA,0.126039758,N,,N,,N,,None,None,N,,N,0.005398388,0.001074423,0.003206087,0.0223829,0.067983871,0.02986535,5711,Y_335
222,1975,1975,Y,15-49,Other,MW,0.2,0.016,0.216,NA,NA,N,,N,,N,,?,None,N,,N,NA,NA,NA,NA,NA,NA,825,Y_336
222,1978.49589,1978.953425,Y,15-49,Other,MW,0.321,0.023,0.344,NA,NA,N,,N,,N,,?,None,N,,N,NA,NA,NA,NA,NA,NA,673,Y_337
222,1985.328767,1985.578082,Y,15-49,DHS,MW,0.443204892,0.029838539,0.473043431,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,1672,Y_338
222,1988.333333,1988.560109,Y,15-49,Other,MW,0.435,0.034,0.471,NA,0.162,N,,N,,N,,?,None,N,,N,NA,NA,NA,NA,NA,NA,820,Y_339
222,1993.161644,1993.534247,Y,15-49,Other,MW,0.484,0.05,0.533,NA,0.158,N,,N,,N,,?,None,N,,Y,NA,NA,NA,NA,NA,NA,162,Y_340
222,1998.246575,1998.912329,Y,15-49,Other,MW,0.541,0.057,0.597,NA,0.142,N,,N,,N,,?,None,N,,N,NA,NA,NA,NA,NA,NA,746,Y_341
222,2002.832877,2003.493151,Y,15-49,Other,MW,0.619,0.055,0.673,NA,0.089,N,,N,,N,,?,None,N,,N,NA,NA,NA,NA,NA,NA,48,Y_342
222,2008.265027,2008.721311,Y,15-49,Other,MW,0.662,0.063,0.725,NA,0.184,N,,N,,N,,?,None,N,,N,NA,NA,NA,NA,NA,NA,4949,Y_343
222,2014.161644,2014.739726,Y,15-49,MICS,MW,0.677130166,0.041195497,0.718325664,NA,0.11090534,N,,N,,N,,None,None,N,,N,0.007739674,0.003014122,0.004519338,0.036592799,0.078813897,0.055966002,5561,Y_344
226,2000,2000,Y,15-49,MICS,MW,0.055759515,0.030574528,0.086334043,NA,NA,N,,N,,N,,None,None,N,,Y,NA,NA,NA,NA,NA,NA,1921,Y_345
226,2011.49589,2011.912329,Y,15-49,DHS,MW,0.096,0.03,0.126,NA,0.338,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,5052,Y_346
232,1995.665753,1996.081967,Y,15-49,DHS,MW,0.0398611,0.0396741,0.0795352,NA,0.296769418,N,,N,,N,,None,None,N,,N,0.003530235,0.00741406,0.011434674,0.091951094,0.194586407,0.057170941,1835,Y_347
232,2002.161644,2002.578082,Y,15-49,DHS,MW,0.072648198,0.007775015,0.080423213,NA,0.284919111,N,,N,,N,,None,None,N,,N,0.0057225,0.001492135,0.007522965,0.085367204,0.195010103,0.036601739,1849,Y_348
232,2010.035616,2010.512329,Y,15-49,National survey,MW,0.071,0.016,0.087,NA,0.274,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,5919,Y_349
233,1994,1994.663014,Y,15-49,Other,MW,0.439495382,0.17192713,0.611422511,NA,NA,N,,N,,N,,+,None,N,,Y,NA,NA,NA,NA,NA,NA,2836,Y_350
233,2004.666667,2005.915068,Y,15-49,National survey,MW,0.579,0.055,0.634,NA,NA,N,,N,,N,,+,+,N,,Y,NA,NA,NA,NA,NA,NA,5424,Y_351
233,2006.243836,2006.408219,Y,15-49,National survey,MW,0.525776617,0.141392776,0.667169392,NA,0.071,N,,N,,N,,None,None,N,,Y,NA,NA,NA,NA,NA,NA,9101,Y_352
233,2010.227397,2010.410959,Y,15-49,National survey,MW,0.547919356,0.093271135,0.641190492,NA,0.111,N,,N,,N,,None,None,N,,Y,NA,NA,NA,NA,NA,NA,9102,Y_353
233,2014.246575,2014.410959,Y,15-49,National survey,MW,0.608838654,0.142140078,0.750978732,NA,0.092979427,N,,N,,N,,?,None,N,,Y,NA,NA,NA,NA,NA,NA,9100,Y_354
233,2014.172603,2014.326027,Y,15-49,National survey,MW,0.559057772,0.08487785,0.643935622,NA,0.054,N,,N,,N,,None,None,N,,Y,NA,NA,NA,NA,NA,NA,9103,Y_355
748,1988.748634,1989.013699,Y,15-49,Other,MW,0.17159748,0.027527559,0.199125039,NA,NA,N,,N,,Y,Including single women who have born a child.,None,None,N,,N,NA,NA,NA,NA,NA,NA,2791,Y_356
748,2000.497268,2000.745902,Y,15-49,MICS,MW,0.262195836,0.01586355,0.278059386,NA,NA,N,,N,,N,,None,None,N,,Y,0.009616124,0.00275234,NA,0.05277663,0.180321426,NA,1931,Y_357
748,2006.49589,2007.158904,Y,15-49,DHS,MW,0.477035036,0.029375943,0.506410979,NA,0.247412272,N,,N,,N,,None,None,N,,N,0.012247135,0.004193558,0.010347501,0.049735683,0.149007079,0.075024702,1695,Y_358
748,2010.610959,2010.90411,Y,15-49,MICS,MW,0.631238375,0.020672571,0.651910946,NA,0.13,N,,N,,N,,None,None,N,,Y,0.01136752,0.003210051,0.009320045,0.052738061,0.175669648,0.082279413,5031,Y_359
748,2014.49589,2014.830137,Y,15-49,MICS,MW,0.655321217,0.006091581,0.661412798,NA,0.152297128,N,,N,,N,,None,None,N,,Y,0.011006329,0.002001436,0.008877084,0.04895745,0.332257935,0.098638024,5584,Y_360
231,1990,1990,Y,15-49,National survey,MW,0.029,0.019,0.048,NA,NA,N,,Y,"Excluding Eritrea, Tigray, Asseb, Ogaden, parts of Gondar and Wello and nomadic populations.",Y,Data pertain to non-pregnant women.,None,None,Y,Traditional methods include folk methods.,N,NA,NA,NA,NA,NA,NA,184,Y_361
231,1997,1997,Y,15-49,National survey,MW,0.028,0.005,0.033,NA,NA,N,,Y,"Data pertain to urban areas and rural areas of Guraghe, Hadiya, North Omo, Timbaro (K.A.T.) and Sidamo.",Y,Data pertain to non-pregnant women.,None,None,N,,N,NA,NA,NA,NA,NA,NA,3082,Y_362
231,2000.084699,2000.412568,Y,15-49,DHS,MW,0.063286588,0.017494297,0.080780885,NA,0.365639944,N,,N,,N,,None,None,N,,N,0.004439076,0.002045204,0.008606469,0.074870556,0.118938696,0.039528586,1694,Y_363
231,2005.246575,2005.663014,Y,15-49,DHS,MW,0.139038461,0.008137062,0.147175523,NA,0.360935134,N,,N,,N,,None,None,N,,N,0.007250919,0.001086172,0.00805805,0.06073471,0.135482981,0.035404125,1858,Y_364
231,2010.915068,2011.410959,Y,15-49,DHS,MW,0.273369627,0.01277094,0.286140567,NA,0.262929979,N,,N,,N,,None,None,N,,N,0.011218496,0.00213462,0.008205342,0.056990263,0.171690655,0.040876514,5053,Y_365
231,2014,2014.243836,Y,15-49,PMA,MW,0.326713849,0.00324113,0.329991011,NA,0.287841567,N,,N,,N,,None,None,N,,N,0.022482262,0.000867563,0.016837674,0.101773953,0.261001356,0.088984534,5503,Y_366
231,2014.747945,2014.99726,Y,15-49,PMA,MW,0.34317675,0.008213616,0.351418946,NA,0.26415996,N,,N,,N,,None,None,N,,N,0.021510918,0.001953354,0.013986365,0.096095799,0.239011361,0.077425428,5765,Y_367
231,2014.024658,2014.326027,Y,15-49,National survey,MW,0.404,0.016,0.42,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,7347,Y_368
231,2015.246575,2015.410959,Y,15-49,PMA,MW,0.359764651,0.008931099,0.369015174,NA,0.244336731,N,,N,,N,,None,None,N,,N,0.019535506,0.002676111,0.012537684,0.086014595,0.293778914,0.060035461,6001,Y_369
231,2016,2016.494536,Y,15-49,DHS,MW,0.351892034,0.006951133,0.358843167,NA,0.223036313,N,,N,,N,,None,None,N,,N,0.01259598,0.001069288,0.008574054,0.055508676,0.157233885,0.045988104,5808,Y_370
231,2016.163934,2016.327869,Y,15-49,PMA,MW,0.374925466,0.016198544,0.391470955,NA,0.239695864,N,,N,,N,,None,None,N,,N,0.018878074,0.003380111,0.015226267,0.081026588,0.196594392,0.080112568,6115,Y_371
231,2017.246575,2017.408219,Y,15-49,PMA,MW,0.35124508,0.011118742,0.362869663,NA,0.228612991,N,,N,,N,,None,None,N,,N,0.020008639,0.001989672,0.012719264,0.088008713,0.186009957,0.064501443,7480,Y_372
231,2018.413699,2018.578082,Y,15-49,PMA,MW,0.383697829,0.015904399,0.40000061,NA,0.205517559,N,,N,,N,,None,None,N,,N,0.019372467,0.003259386,0.012457229,0.082137099,0.190483806,0.072535515,7656,Y_373
231,2019.161644,2019.493151,Y,15-49,DHS,MW,0.402849351,0.011217661,0.414067012,NA,NA,N,,N,,N,,None,None,N,,N,0.017281239,0.002812002,NA,0.073255428,0.261473595,NA,7685,Y_374
231,2019.747945,2019.915068,Y,15-49,PMA,MW,0.353023069,0.012713733,0.366045651,NA,0.199101674,N,,N,,N,,None,None,N,,N,0.015021842,0.002240067,0.009433902,0.065823111,0.185183614,0.050843442,9014,Y_375
231,2020.748634,2020.997268,Y,15-49,PMA,MW,0.356,0.021,0.377,NA,0.192,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,9156,Y_376
242,1974,1974,Y,15-49,Other,MW,0.35,0.06,0.409,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,3088,Y_377
246,1989.49589,1990.082192,Y,15-49,Other,MW,0.754025321,0.020196862,0.774222183,NA,NA,N,,N,,N,,+,+,N,,Y,NA,NA,NA,NA,NA,NA,2794,Y_378
246,1992,1992,Y,15-49,National survey,MW,0.754807692,0.033653846,0.788461539,NA,NA,N,,N,,N,,+,None,N,,N,NA,NA,NA,NA,NA,NA,7511,Y_379
246,1999,1999,Y,15-49,National survey,MW,0.728476821,0.066225166,0.794701987,NA,NA,N,,N,,N,,+,None,N,,N,NA,NA,NA,NA,NA,NA,3092,Y_380
246,2007,2007,Y,15-49,National survey,MW,0.688888889,0.053333333,0.742222222,NA,NA,N,,N,,N,,+,None,N,,Y,NA,NA,NA,NA,NA,NA,7512,Y_381
246,2015,2015,Y,15-49,National survey,MW,0.815642458,0.039106145,0.854748603,NA,NA,N,,N,,N,,+,None,N,,N,NA,NA,NA,NA,NA,NA,7513,Y_382
250,1977.915068,1978.99726,Y,15-49,Other,MW,0.476,0.311,0.787,NA,NA,N,,N,,N,,+,None,N,,N,NA,NA,NA,NA,NA,NA,3095,Y_383
250,1988,1988,Y,15-49,National survey,MW,0.666,0.146,0.812,NA,NA,N,,N,,N,,+,None,N,,N,NA,NA,NA,NA,NA,NA,2781,Y_384
250,1994,1994.326027,Y,15-49,Other,MW,0.693,0.053,0.746,NA,0.074,N,,N,,N,,None,None,N,,Y,NA,NA,NA,NA,NA,NA,2837,Y_385
250,2004.784153,2005.115068,Y,15-49,National survey,MW,0.748,0.017,0.766,NA,0.017,N,,N,,N,,None,+,N,,Y,NA,NA,NA,NA,NA,NA,4953,Y_386
250,2005.734247,2005.920548,Y,15-49,Other,MW,0.721,0.01,0.732,NA,NA,N,,N,,N,,+,+,N,,Y,NA,NA,NA,NA,NA,NA,5430,Y_387
250,2008.800546,2008.945355,Y,15-49,Other,MW,0.71,0.04,0.75,NA,NA,N,,N,,N,,+,-,N,,Y,NA,NA,NA,NA,NA,NA,5431,Y_388
250,2010.413699,2011.082192,Y,15-49,National survey,MW,0.727,0.057,0.784,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,5589,Y_389
266,2000.497268,2001.082192,Y,15-49,DHS,MW,0.133969949,0.19350216,0.327472109,NA,0.278696691,N,,N,,N,,None,None,N,,N,0.007239245,0.008899524,0.008880236,0.06189712,0.056743057,0.050606206,1737,Y_390
266,2012,2012.412568,Y,15-49,DHS,MW,0.194169799,0.117279057,0.311448857,NA,0.264567971,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,5054,Y_391
270,1990,1990,Y,15-49,Other,MW,0.067,0.051,0.118,NA,NA,N,,N,,N,,None,None,Y,Traditional methods include folk methods.,N,NA,NA,NA,NA,NA,NA,2797,Y_392
270,2000.330601,2000.494536,Y,15-49,MICS,MW,0.087106588,0.007812362,0.09491895,NA,NA,N,,N,,N,,None,None,N,,Y,0.00661503,0.001934632,NA,0.082806611,0.249545923,NA,1907,Y_393
270,2001.561644,2001.852055,Y,15-49,National survey,MW,0.134,0.041,0.175,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,2363,Y_394
270,2010.246575,2010.663014,Y,15-49,MICS,MW,0.102111182,0.030773909,0.132885091,NA,0.215,N,,N,,N,,None,None,N,,Y,0.005745617,0.002758537,0.006307807,0.063488085,0.094122346,0.033278621,4998,Y_395
270,2013.084932,2013.326027,Y,15-49,DHS,MW,0.080791059,0.008867299,0.089658359,NA,0.249183122,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,5462,Y_396
270,2018,2018.326027,Y,15-49,MICS,MW,0.162661383,0.00415653,0.166817913,NA,0.265,N,,N,,N,,None,None,N,,Y,0.006253161,0.000904764,0.008004903,0.045959661,0.218879636,0.037847659,7579,Y_397
270,2019.832877,2020.245902,Y,15-49,DHS,MW,0.17014569,0.018975777,0.189121467,NA,0.241714458,N,,N,,N,,None,None,N,,N,0.006655096,0.002495715,0.006099164,0.047118205,0.134040463,0.034316655,7686,Y_398
268,1999.832877,2000.245902,Y,15-49,Other,MW,0.198,0.207,0.405,NA,0.238,N,,N,,N,,?,None,N,,N,NA,NA,NA,NA,NA,NA,107,Y_399
268,2005.832877,2005.99726,Y,15-49,MICS,MW,0.216298538,0.099128008,0.315426545,NA,NA,N,,N,,N,,None,None,N,,Y,0.007858857,0.005153432,NA,0.049030307,0.061576254,NA,1900,Y_400
268,2005.161644,2005.663014,Y,15-49,Other,MW,0.266,0.207,0.473,NA,0.163,N,,N,,N,,?,None,N,,N,NA,NA,NA,NA,NA,NA,715,Y_401
268,2006.161644,2006.408219,Y,15-49,Other,MW,0.314,0.145,0.459,NA,NA,N,,N,,N,,+,+,N,,Y,NA,NA,NA,NA,NA,NA,5433,Y_402
268,2009.246575,2009.493151,Y,15-49,Other,MW,0.23,0.092,0.322,NA,NA,N,,N,,N,,+,-,N,,Y,NA,NA,NA,NA,NA,NA,5432,Y_403
268,2010.747945,2011.158904,Y,15-49,Other,MW,0.347,0.185,0.534,NA,0.123,N,,N,,N,,?,None,N,,N,NA,NA,NA,NA,NA,NA,5453,Y_404
268,2018.665753,2018.99726,Y,15-49,MICS,MW,0.312030061,0.080543704,0.392573765,NA,0.237,N,,N,,N,,None,None,N,,N,0.009445534,0.005673519,0.007452504,0.045617427,0.0787377,0.056310928,7580,Y_405
276,1970.832877,1971.082192,Y,15-49,National survey,MW,0.49375,0.207083333,0.700833333,NA,NA,N,,N,,N,,+,None,N,,Y,NA,NA,NA,NA,NA,NA,9015,Y_406
276,1972.330601,1972.494536,Y,15-49,National survey,MW,0.605800717,0.215967566,0.821768283,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,9016,Y_407
276,1985.747945,1985.912329,Y,15-49,National survey,MW,0.676,0.103,0.779,NA,NA,N,,Y,Data pertain to West Germany only.,N,,?,None,N,,N,NA,NA,NA,NA,NA,NA,6030,Y_408
276,1992.497268,1992.579235,Y,15-49,Other,MW,0.654701704,0.044853423,0.699555127,NA,NA,N,,N,,N,,+,None,N,,Y,NA,NA,NA,NA,NA,NA,2821,Y_409
276,2005.142466,2005.358904,Y,15-49,Other,MW,0.645,0.038,0.684,NA,NA,N,,N,,N,,+,+,N,,Y,NA,NA,NA,NA,NA,NA,5434,Y_410
276,2008.084699,2008.245902,Y,15-49,Other,MW,0.491,0.013,0.504,NA,NA,N,,N,,N,,+,-,N,,Y,NA,NA,NA,NA,NA,NA,5435,Y_411
276,2011.030137,2011.082192,Y,15-49,National survey,MW,0.802,0.001,0.803,NA,NA,N,,N,,N,,+,None,N,,N,NA,NA,NA,NA,NA,NA,7519,Y_412
288,1979.161644,1980.245902,Y,15-49,Other,MW,0.055,0.04,0.095,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,658,Y_413
288,1988.084699,1988.494536,Y,15-49,DHS,MW,0.051647655,0.076996198,0.128643853,NA,0.352,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,1753,Y_414
288,1993.665753,1994.158904,Y,15-49,DHS,MW,0.101123596,0.101435705,0.202559301,NA,0.368913858,N,,N,,N,,None,None,N,,N,0.006150405,0.006570307,0.009576659,0.070439329,0.074744537,0.049266848,1754,Y_415
288,1998.832877,1999.158904,Y,15-49,DHS,MW,0.132978921,0.086705018,0.219683939,NA,0.34738857,N,,N,,N,,None,None,N,,N,0.006784147,0.006039933,0.009424952,0.059431366,0.077011733,0.045005321,1751,Y_416
288,2003.49589,2003.830137,Y,15-49,DHS,MW,0.186649293,0.065096466,0.251745759,NA,0.344760022,N,,N,,N,,None,None,N,,N,0.008791391,0.005408834,0.009079522,0.058700759,0.090117732,0.04063893,1752,Y_417
288,2006.580822,2006.830137,Y,15-49,MICS,MW,0.140079633,0.026238093,0.166317726,NA,NA,N,,N,,N,,None,None,N,,Y,0.007986867,0.00365899,NA,0.067085852,0.144912971,NA,166,Y_418
288,2008.666667,2008.912568,Y,15-49,DHS,MW,0.165734134,0.069426468,0.235160603,NA,0.356676376,N,,N,,N,,None,None,N,,N,0.008473613,0.00554551,0.010452766,0.062941275,0.088306403,0.048008306,4688,Y_419
288,2011.665753,2011.99726,Y,15-49,MICS,MW,0.248088247,0.098909584,0.346997831,NA,0.264,N,,N,,N,,None,None,N,,Y,0.007784882,0.006744481,0.008426143,0.044208103,0.079397928,0.042768632,5000,Y_420
288,2013.49589,2013.912329,Y,15-49,PMA,MW,0.182394171,0.010989374,0.195699501,NA,0.372771424,N,,N,,N,,None,None,N,,Y,0.013133054,0.003278803,0.013998696,0.087533249,0.302139796,0.059158384,5602,Y_421
288,2014.084932,2014.410959,Y,15-49,PMA,MW,0.166273369,0.016546575,0.18345054,NA,0.379458278,N,,N,,N,,None,None,N,,Y,0.012385377,0.005726116,0.0148993,0.085827804,0.327915742,0.061772723,5766,Y_422
288,2014.665753,2014.99726,Y,15-49,PMA,MW,0.204292583,0.042179684,0.249004278,NA,0.317422662,N,,N,,N,,None,None,N,,Y,0.013063844,0.007399826,0.016175336,0.08060038,0.182244513,0.076450815,5767,Y_423
288,2014.665753,2014.99726,Y,15-49,DHS,MW,0.221905801,0.04483632,0.26674212,NA,0.298971607,N,,N,,N,,None,None,N,,N,0.008901581,0.004493475,0.007963907,0.052450767,0.106718553,0.03905529,5778,Y_424
288,2015.328767,2015.493151,Y,15-49,PMA,MW,0.282238002,0.044378921,0.328821926,NA,0.288044708,N,,N,,N,,None,None,N,,N,0.016020395,0.005546691,0.016273677,0.080829865,0.116665651,0.080087802,5995,Y_425
288,2016.581967,2016.912568,Y,15-49,PMA,MW,0.236792481,0.042790296,0.28196399,NA,0.32275912,N,,N,,N,,None,None,N,,N,0.015272768,0.008347309,0.010913624,0.079889941,0.185822983,0.06670198,7360,Y_426
288,2017.786301,2018.038356,Y,15-49,MICS,MW,0.242640129,0.029804127,0.272444256,NA,0.335962704,N,,N,,N,,None,None,N,,Y,NA,NA,NA,NA,NA,NA,5636,Y_427
288,2017.413699,2017.830137,Y,15-49,National survey,MW,0.25,0.058,0.308,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,5809,Y_428
288,2017.665753,2017.912329,Y,15-49,PMA,MW,0.267080831,0.049113504,0.317801748,NA,0.250701137,N,,N,,N,,None,None,N,,N,0.021244971,0.005911212,0.018736979,0.11023485,0.129513027,0.123724683,7497,Y_429
300,1999,1999.578082,Y,15-49,Other,SA,0.336,0.277,0.613,NA,NA,N,,N,,N,,+,+,N,,Y,NA,NA,NA,NA,NA,NA,2887,Y_430
308,1985,1985,Y,15-49,Other,MW,0.27435,0.03565,0.31,NA,NA,N,,N,,N,,?,None,N,,N,NA,NA,NA,NA,NA,NA,2751,Y_431
308,1990,1990,Y,15-49,Other,MW,NA,NA,0.543,NA,NA,N,,N,,N,,?,None,N,,N,NA,NA,NA,NA,NA,NA,2798,Y_432
320,1977,1978,Y,15-49,Other,MW,0.152166667,0.028833333,0.182,NA,NA,N,,N,,N,,None,None,N,,Y,NA,NA,NA,NA,NA,NA,28,Y_433
320,1983.665753,1983.99726,Y,15-49,Other,MW,0.206,0.044,0.25,NA,NA,N,,N,,N,,?,None,N,,N,NA,NA,NA,NA,NA,NA,2734,Y_434
320,1987.665753,1987.99726,Y,15-49,DHS,MW,0.189813444,0.041753035,0.231566479,NA,0.294,N,,N,,N,,?,None,N,,N,NA,NA,NA,NA,NA,NA,1763,Y_435
320,1995.413699,1995.99726,Y,15-49,DHS,MW,0.26856561,0.045368226,0.313933836,NA,0.280793799,N,,N,,N,,None,None,N,,N,0.014160899,0.003676023,0.009653753,0.074707792,0.093045835,0.036604063,1770,Y_436
320,1998.832877,1999.410959,Y,15-49,National survey,MW,0.308747774,0.073390397,0.382138171,NA,0.268386425,N,,N,,N,,None,None,N,,N,0.023093073,0.008026999,0.013236021,0.116202628,0.136856252,0.044164809,207,Y_437
320,2002.315068,2002.882192,Y,15-49,Other,MW,0.344,0.089,0.433,NA,0.276,N,,N,,N,,None,None,Y,Traditional methods include folk methods.,N,NA,NA,NA,NA,NA,NA,173,Y_438
320,2008.748634,2009.493151,Y,15-49,Other,MW,0.44,0.101,0.541,NA,0.208,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,3119,Y_439
320,2014.747945,2015.493151,Y,15-49,DHS,MW,0.488004043,0.118203787,0.60620783,NA,0.139124392,N,,N,,N,,None,None,N,,N,0.006764542,0.003654901,0.003886078,0.029265023,0.038055618,0.033320014,5790,Y_440
324,1992.330601,1992.579235,Y,15-49,DHS,MW,0.01,0.007,0.017,NA,0.247,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,1738,Y_441
324,1999.328767,1999.578082,Y,15-49,DHS,MW,0.042167034,0.020122226,0.06228926,NA,0.248155176,N,,N,,N,,None,None,N,,N,0.003219859,0.002298028,0.006898907,0.080097093,0.117077567,0.037950645,1739,Y_442
324,2005.084932,2005.493151,Y,15-49,DHS,MW,0.056701426,0.034283616,0.090985042,NA,0.219147354,N,,N,,N,,None,None,N,,N,0.004167635,0.004512319,0.006484891,0.078284912,0.136696257,0.038364946,1740,Y_443
324,2012.415301,2012.830601,Y,15-49,DHS,MW,0.046321622,0.009518603,0.055840225,NA,0.236766659,N,,N,,N,,None,None,N,,N,0.004212214,0.001439735,0.007051664,0.095444735,0.152953407,0.039835673,5422,Y_444
324,2016,2016,Y,15-49,MICS,MW,0.077534528,0.008867779,0.086402307,NA,0.276,N,,N,,N,,None,None,N,,Y,0.004314418,0.001302291,0.0046311,0.060556625,0.148953351,0.045513605,5676,Y_445
324,2018.084932,2018.493151,Y,15-49,DHS,MW,0.102036437,0.006632161,0.108668599,NA,0.220584611,N,,N,,N,,None,None,N,,N,0.007792395,0.001292413,0.005799805,0.085322756,0.197713107,0.033795534,7623,Y_446
624,2000.273224,2000.396175,Y,15-49,MICS,MW,0.044382134,0.032052887,0.076435021,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,1895,Y_447
624,2006.358904,2006.443836,Y,15-49,MICS,MW,0.095252744,0.007443314,0.102696058,NA,NA,N,,N,,N,,None,None,N,,Y,0.0055875,0.001472706,NA,0.064787125,0.199137979,NA,176,Y_448
624,2010.191781,2010.523288,Y,15-49,MICS,MW,0.131,0.011,0.142,NA,0.06,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,5002,Y_449
624,2014.161644,2014.578082,Y,15-49,MICS,MW,0.143725904,0.015885528,0.159611432,NA,0.223165628,N,,N,,N,,None,None,N,,Y,0.007204755,0.002303319,0.006440751,0.059038229,0.148836226,0.037726475,5637,Y_450
624,2018,2019,Y,15-49,MICS,MW,0.201618943,0.004824876,0.212015031,NA,0.211290987,N,,N,,N,,None,None,N,,Y,NA,NA,NA,NA,NA,NA,7571,Y_451
328,1975.328767,1975.493151,Y,15-49,Other,MW,0.234,0.074,0.295,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,3120,Y_452
328,1991,1992,Y,15-49,Other,MW,0.369,0.013,0.382,NA,NA,N,,N,,N,,?,None,N,,N,NA,NA,NA,NA,NA,NA,2809,Y_453
328,2000.581967,2000.830601,Y,15-49,MICS,MW,0.362919126,0.010004923,0.372924049,NA,NA,N,,N,,N,,None,None,N,,Y,0.01221895,0.002177798,NA,0.053663026,0.223800999,NA,1939,Y_454
328,2005.413699,2005.745205,Y,15-49,National survey,MW,0.336,0.01,0.346,NA,NA,N,,N,,N,,None,None,Y,Traditional methods include folk methods.,N,NA,NA,NA,NA,NA,NA,139,Y_455
328,2006.243836,2007.038356,Y,15-49,MICS,MW,0.329889505,0.011792716,0.341682222,NA,NA,N,,N,,N,,None,None,N,,Y,0.01144542,0.002856443,NA,0.051507227,0.244715533,NA,1893,Y_456
328,2009.161644,2009.578082,Y,15-49,DHS,MW,0.399543789,0.025298031,0.424841819,NA,0.284589502,N,,N,,N,,None,None,N,,N,0.011972855,0.003647452,0.011074167,0.050155794,0.148602451,0.058382209,4701,Y_457
328,2014,2014,Y,15-49,MICS,MW,0.325659128,0.01325976,0.338918888,NA,0.280197394,N,,N,,N,,None,None,N,,Y,0.011096594,0.002382653,0.010555932,0.05060139,0.182622351,0.059919965,5675,Y_458
328,2019.413699,2020.15847,Y,15-49,MICS,MW,0.285898575,0.012370503,0.298771395,NA,0.305049879,N,,N,,N,,None,None,N,,Y,NA,NA,NA,NA,NA,NA,7811,Y_459
332,1977,1977,Y,15-49,Other,MW,0.054,0.135,0.189,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,791,Y_460
332,1983,1983,Y,15-49,Other,MW,0.039,0.03,0.069,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,718,Y_461
332,1987,1987,Y,15-49,National survey,MW,0.05,0.019,0.067,NA,NA,N,,N,,N,,None,None,N,,N,NA,NA,NA,NA,NA,NA,2769,Y_462
